SITC 5 DIGIT,5D DESC
65298,"COTTON FABRICS, WOVEN (NOT INCLUDING NARROW OR SPECIAL FABRICS) OTHER WOVEN FABRICS OF COTTON PRINTED, WEIGHING MORE THAN 200 G/M2"
65311,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OBTAINED FROM HIGH"
65312,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OBTAINED FROM STRI"
65313,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS CONSISTING OF LAYE"
65314,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OTHER, CONTAINING"
65315,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OTHER, CONTAINING"
65316,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OTHER, CONTAINING"
65317,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OTHER, CONTAINING"
65318,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OTHER, CONTAINING"
65319,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.88), OTHER THAN PILE AND CHENILLE FABRICS OF SYNTHETIC FILAM"
65321,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) OF POLYESTER STAPLE FIBRE"
65325,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS)FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) OF ACRYLIC OR MODACRYLIC STAPLE FIBRE"
65329,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) OF OTHER SYNTHETIC STAPLE FIBRES"
65331,"FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED, OF A WEIGHT NOT EXCEEDING 170 G/M2, OF POLYESTER STAPLE FIBRES"
65332,"FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED, OF A WEIGHT NOT EXCEEDING 170 G/M2, OF OTHER SYNTHETIC STAPLE FIBRES"
65333,"FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED, OF A WEIGHT EXCEEDING 170 G/M2, OF POLYESTER STAPLE FIBRES"
65334,"FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED, OF A WEIGHT EXCEEDING 170 G/M2, OF OTHER SYNTHETIC STAPLE FIBRES"
65335,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 OF A WEIGHT OF YARNS OF DIFFERENT COLOURS"
65341,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS)FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH FIBRES OTHER THAN COTTON (OTHER THAN PILE AND"
65342,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH FIBRES OTHER THAN COTTON (OTHER THAN PILE AN"
65343,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH FIBRES OTHER THAN COTTON (OTHER THAN PILE AN"
65351,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS)FABRICS, WOVEN, OF ARTIFICIAL FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.77) OBTAINED FROM HIGH TENACITY YARN OF VISCOSE RAYON"
65352,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS)FABRICS, WOVEN, OF ARTIFICIAL FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.77) OTHER, CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL FI"
65359,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS)FABRICS, WOVEN, OF ARTIFICIAL FILAMENT YARN (INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 651.77) OF ARTIFICIAL FILAMENT YARN, N.E.S."
65360,"FABRICS, WOVEN, CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES"
65381,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS)FABRICS, WOVEN, OF ARTIFICIAL STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) MIXED MAINLY OR SOLELY WITH COTTON"
65382,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF ARTIFICIAL STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) MIXED MAINLY OR SOLELY WITH WOOL"
65383,"FABRICS, WOVEN, OF MAN-MADE TEXTILE MATERIALS (NOT INCLUDING NARROW OR SPECIAL FABRICS) FABRICS, WOVEN, OF ARTIFICIAL STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) MIXED MAINLY OR SOLELY WITH MAN-M"
65389,"FABRICS, WOVEN, OF ARTIFICIAL STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES (OTHER THAN PILE AND CHENILLE FABRICS) , MIXED MAINLY OR SOLELY WITH FIBRES OTHER THAN COTTON, WOOL, FINE ANIMAL HAIR OR MAN-MADE FILAMENTS"
65393,OTHER PILE FABRICS AND CHENILLE FABRICS
65411,FABRICS OF NOIL SILK
65413,OTHER SILK FABRICS CONTAINING 85% OR MORE BY WEIGHT OF SILK OR OF SILK WASTE (OTHER THAN NOIL SILK)
65419,OTHER SILK FABRICS
65421,"FABRICS, WOVEN, CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR (OTHER THAN PILE AND CHENILLE FABRICS),OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR"
65422,"FABRICS, WOVEN, OF WOOL OR OF FINE ANIMAL HAIR, N.E.S. OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR, CONTAINING LESS THAN 85% BY WEIGHT OF WOOL OR OF FINE"
65431,"FABRICS, WOVEN, OF WOOL OR OF FINE ANIMAL HAIR, N.E.S. OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR, CONTAINING LESS THAN 85% BY WEIGHT OF WOOL OR FINE"
65432,"FABRICS, WOVEN, OF WOOL OR OF FINE ANIMAL HAIR, N.E.S.OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR, CONTAINING LESS THAN 85% BY WEIGHT OF WOOL OR FINE"
65433,"FABRICS, WOVEN, OF WOOL OR OF FINE ANIMAL HAIR, N.E.S.OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR, CONTAINING LESS THAN 85% BY WEIGHT OF WOOL OR FINE"
65434,"FABRICS, WOVEN, OF WOOL OR OF FINE ANIMAL HAIR, N.E.S.OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR, CONTAINING LESS THAN 85% BY WEIGHT OF WOOL OR FINE"
65435,"PILE FABRICS AND CHENILLE FABRICS, OF WOOL OR OF FINE ANIMAL HAIR (OTHER THAN FABRICS OF SUBGROUPS 652.1, 654.9 OR 656.1)."
65441,"FABRICS, WOVEN, OF FLAX CONTAINING 85% OR MORE BY WEIGHT OF FLAX"
65442,"FABRICS, WOVEN, OF FLAX CONTAINING LESS THAN 85% BY WEIGHT OF FLAX"
65450,"FABRICS, WOVEN, OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264"
65460,"FABRICS, WOVEN, OF GLASS FIBRES (INCLUDING NARROW FABRICS)"
65491,"FABRICS, WOVEN, N.E.S. OF METAL THREAD OR OF METALLIZED YARN OF HEADING 651.91, OF A KIND USED IN APPAREL, AS FURNISHING"
65492,"FABRICS, WOVEN, N.E.S. OF COARSE ANIMAL HAIR OR OF HORSEHAIR"
65493,"FABRICS, WOVEN, N.E.S. OF VEGETABLE TEXTILE FIBRES, N.E.S.; WOVEN FABRICS OF PAPER YARN"
65494,"GAUZE (OTHER THAN NARROW FABRICS), OF TEXTILE MATERIALS (OTHER THAN COTTON)"
65495,"PILE AND CHENILLE FABRICS, N.E.S., OF TEXTILE MATERIALS (OTHER THAN WOOL, COTTON AND MAN-MADE FIBRES"
65496,TERRY TOWELLING AND SIMILAR WOVEN TERRY FABRICS OF TEXTILE MATERIALS (OTHER THAN COTTON)
65497,TUFTED TEXTILE FABRICS
65511,"""LONG PILE"" FABRICS"
65512,LOOPED PILE FABRICS
65519,"OTHER PILE FABRICS, KNITTED OR CROCHETED"
65521,"OTHER KNITTED OR CROCHETED FABRICS, NOT IMPREGNATED, COATED, COVERED OR LAMINATED OF A WIDTH NOT EXCEEDING 30 CM"
65522,"OTHER KNITTED OR CROCHETED FABRICS, NOT IMPREGNATED, COATED, COVERED OR LAMINATED OF A WIDTH EXCEEDING 30 CM, CONTAINING 5% OR MORE BY WEIGHT OF ELASTOMERIC YARN OR RUBBER THREAD"
65523,"OTHER FABRICS, WARP KNIT (INCLUDING THOSE MADE ON GALLOON-KNITTING-MACHINES)"
65529,"KNITTED OR CROCHETED FABRICS, N.E.S."
65611,WOVEN PILE FABRICS (INCLUDING TERRY TOWELLING AND SIMILAR WOVEN TERRY FABRICS) AND CHENILLE FABRICS
65612,"OTHER WOVEN FABRICS, CONTAINING BY WEIGHT 5% OR MORE OF ELASTOMERIC YARN OR RUBBER THREAD"
65613,OTHER WOVEN FABRICS
65614,FABRICS CONSISTING OF WARP WITHOUT WEFT ASSEMBLED BY MEANS OF AN ADHESIVE (BOLDUCS)
65621,"LABELS, BADGES AND SIMILAR ARTICLES OF TEXTILE MATERIALS, IN THE PIECE, IN STRIPS OR CUT TO SHAPE OR WOVEN"
65629,"LABELS, BADGES AND SIMILAR ARTICLES OF TEXTILE MATERIALS, IN THE PIECE, IN STRIPS OR CUT TO SHAPE OR SIZE, NOT EMBROIDERED.OTHER THEN WOVEN"
65631,"GIMPED YARN, AND STRIP AND THE LIKE OF HEADING 651.77 OR 651.88, GIMPED (OTHER THAN METALLIZED YARN"
65632,"BRAIDS IN THE PIECE; ORNAMENTAL TRIMMINGS IN THE PIECE, WITHOUT EMBROIDERY, OTHER THAN KNITTED OR CROCHETED; TASSELS, POMPONS AND SIMILAR ARTICLES"
65641,TULLES AND OTHER NET FABRICS
65642,"LACE, MECHANICALLY MADE"
65643,"LACE, HANDMADE"
65651,"EMBROIDERY IN THE PIECE, IN STRIPS OR IN MOTIFS WITHOUT VISIBLE GROUND"
65659,"EMBROIDERY IN THE PIECE, IN STRIPS OR IN MOTIFS, WITH VISIBLE GROUND"
65711,NEEDLELOOM FELT AND STITCH-BONDED FIBRE FABRICS
65712,"OTHER FELT, NOT IMPREGNATED, COATED, COVERED OR LAMINATED"
65719,"FELT, IMPREGNATED, COATED, COVERED OR LAMINATED, N.E.S."
65720,"NON-WOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED, N.E.S."
65731,"TEXTILE FABRICS COATED WITH GUM OR AMYLACEOUS SUBSTANCES, OF A KIND USED FOR THE OUTER COVERS OF BOOKS OR THE LIKE; TRACING CLOTH; PREPARED PAINTING CANVAS; BUCKRAM AND SIMILAR STIFFENED TEXTILE FABRICS OF A KIND USED FOR HAT FOUNDATIONS"
65732,"TEXTILE FABRICS IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, OTHER THAN THOSE OF HEADING 657.93"
65733,"RUBBERIZED TEXTILE FABRICS, OTHER THAN THOSE OF HEADING 657.93"
65734,"TEXTILE FABRICS OTHERWISE IMPREGNATED, COATED OR COVERED; PAINTED CANVAS BEING THEATRICAL SCENERY, STUDIO BACKCLOTHS OR THE LIKE"
65735,TEXTILE WALL COVERINGS
65740,"QUILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED"
65751,"TWINE, CORDAGE, ROPES AND CABLES, WHETHER OR NOT PLAITED OR BRAIDED AND WHETHER OR NOT IMPREGNATED, COATED, COVERED OR SHEATHED WITH RUBBER OR PLASTICS"
65752,"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS"
65759,"ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 651.77 OR 651.88, TWINE, CORDAGE, ROPE OR CABLES, N.E.S."
65761,"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT"
65762,"HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS, NOR LINED NOR TRIMMED"
65771,"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES NOT EXCEEDING 5 MM IN LENGTH (FLOCK), TEXTILE DUST AND MILL NEPS"
65772,"TEXTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED"
65773,"TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES"
65781,"RUBBER THREAD AND CORD, TEXTILE-COVERED"
65789,"RUBBER THREAD AND CORD, TEXTILE-COVERED; TEXTILE YARN, AND STRIP AND THE LIKE OF HEADING 651.77, N.E.S. IN 65781 AND 65785"
65791,"TEXTILE HOSE-PIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTH"
65792,"TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL"
65793,"TYRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON"
65811,"SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264"
65812,"SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF COTTON"
65813,"SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS OF MAN-MADE TEXTILE MATERIALS"
65819,"SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF OTHER TEXTILE MATERIALS"
65821,"TARPAULINS, AWNINGS AND SUN-BLINDS"
65822,TENTS
65823,SAILS
65824,PNEUMATIC MATTRESSES
65829,"GOODS OF SUBGROUP 658.2, N.E.S."
65831,BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF WOOL OR FINE ANIMAL HAIR
65832,BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF COTTON
65833,BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF SYNTHETIC FIBRES
65839,BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF OTHER TEXTILE MATERIALS
65841,"BEDLINEN, KNITTED OR CROCHETED"
65842,"BEDLINEN, NOT KNITTED NOR CROCHETED, OF COTTON"
65843,"BEDLINEN, NOT KNITTED NOR CROCHETED, OF OTHER TEXTILE MATERIALS"
65844,"TABLE LINEN, KNITTED OR CROCHETED"
65845,"TABLE LINEN, NOT KNITTED OR CROCHETED, OF COTTON"
65846,"TABLE LINEN, NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS"
65847,TOILET AND KITCHEN LINEN OF COTTON
65848,TOILET AND KITCHEN LINEN OF OTHER FIBRES
65851,CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALENCES
65852,BEDSPREADS
65859,"FURNISHING ARTICLES, N.E.S."
65891,"TAPESTRIES, HAND-WOVEN, OF THE GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS TYPE AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (E.G., PETIT POINT, CROSS-STITCH), WHETHER OR NOT MADE UP."
65892,"FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS"
65893,"LIFE-JACKETS AND LIFEBELTS AND OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS"
65899,"SETS CONSISTING OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, TABLECLOTHS OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE"
65912,"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE"
65921,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR"
65929,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS"
65930,"""KELEM"", ""SCHUMACKS"", ""KARAMANIE"" AND SIMILAR HAND-WOVEN RUGS"
65941,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR"
65942,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF NYLON OR OTHER POLYAMIDES"
65943,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER MAN-MADE TEXTILE FIBRES"
65949,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS"
65951,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF WOOL OR FINE ANIMAL HAIR, N.E.S."
65952,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF MAN-MADE TEXTILE MATERIALS, N.E.S."
65953,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NOT OF PILE CONSTRUCTION, NOT MADE UP"
65959,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF OTHER TEXTILE MATERIALS, N.E.S."
65961,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP"
65969,"OTHER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP"
66111,QUICKLIME
66112,SLAKED LIME
66113,HYDRAULIC LIME
66121,CEMENT CLINKERS
66122,PORTLAND CEMENT
66123,ALUMINOUS CEMENT
66129,OTHER HYDRAULIC CEMENTS
66131,"SETTS, KERBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)"
66132,"SLATE, WORKED, AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE"
66133,"TILES, CUBES AND SIMILAR ARTICLES OF NATURAL STONE, WHETHER OR NOT RECTANGULAR, THE LARGEST SURFACE"
66134,"MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE"
66135,"MONUMENTAL OR BUILDING STONE (EXCEPT SLATE) AND ARTICLES THEREOF, N.E.S., SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE"
66136,"MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED"
66139,"OTHER MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF (OTHER THAN GOODS OF HEADING 661.31), MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED"
66181,"ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (E.G., PETROLEUM BITUMEN OR COAL TAR PITCH)"
66182,"PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS"
66183,"ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBRE-CEMENT OR THE LIKE"
66231,"BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS, OF SILICEOUS FOSSIL MEALS (E.G., KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS"
66232,"REFRACTORY BRICKS, BLOCKS, TILES AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS (OTHER THAN GOODS OF HEADING 662.31)"
66233,"REFRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, N.E.S."
66241,"CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE"
66242,"ROOFING TILES, CHIMNEY-POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS"
66243,"CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS"
66244,"UNGLAZED CERAMIC FLAGS AND PAVING, HEARTH OR WALL TILES; UNGLAZED CERAMIC MOSAIC CUBES AND THE LIKE, WHETHER OR NOT ON A BACKING"
66245,"GLAZED CERAMIC FLAGS AND PAVING, HEARTH OR WALL TILES; GLAZED CERAMIC MOSAIC CUBES AND THE LIKE, WHETHER OR NOT ON A BACKING"
66311,"MILLSTONES AND GRINDSTONES FOR MILLING, GRINDING OR PULPING"
66312,"OTHER MILLSTONES, GRINDSTONES, GRINDING WHEELS AND THE LIKE"
66313,HAND SHARPENING OR POLISHING STONES
66321,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILE MATERIAL, OF PAPER, OF PAPERBOARD OR OF OTHER MATERIALS, WHETHER OR NOT CUT TO SHAPE OR SEWN OR OTHERWISE MADE UP. ON A BASE OF WOVEN TEXTILE FABRIC ONLY"
66322,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILE MATERIAL, OF PAPER, OF PAPERBOA ON A BASE OF PAPER OR PAPERBOARD ONLY"
66329,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILE MATERIAL, OF PAPER, OF PAPERBOARD, ON A BASE OF OTHER MATERIALS"
66331,ARTICLES OF PLASTER OR OF COMPOSITIONS BASED ON PLASTER
66332,"BUILDING BLOCKS AND BRICKS, TILES, FLAGSTONES AND SIMILAR ARTICLES"
66333,PREFABRICATED STRUCTURAL COMPONENTS FOR BUILDING OR CIVIL ENGINEERING
66334,"OTHER ARTICLES OF CEMENT, OF CONCRETE OR OF ARTIFICIAL STONE, REINFORCED OR NOT"
66335,"MICA, WORKED, AND ARTICLES OF MICA (INCLUDING AGGLOMERATED OR RECONSTITUTED MICA), WHETHER OR NOT ON A SUPPORT OF PAPER, PAPERBOARD OR OTHER MATERIALS"
66336,NON-ELECTRICAL ARTICLES OF GRAPHITE OR OTHER CARBON
66337,ARTICLES OF PEAT
